dataset_id,dataset_name,country,basin,product,domain,migration,file_name,format,size_bytes,size_human,size_method,n_files,dims,sample_rate_ms,has_labels,label_type,label_format,label_source,ancillary,license,license_spdx,commercial_ok,redistribution_ok,attribution_required,share_alike,ml_training_ok,usage_basis,access,url,verified,ml_ready,notes
cig-clinoformnet-code,huigcig/ClinoformNet source code (v1.0.0),SYNTHETIC,n/a (synthetic),report,synthetic,n/a,huigcig/ClinoformNet-v1.0.0.zip,ZIP,71992879,71.99 MB,api,1,,,no,,,"Xinming Wu / CIG, USTC - forward-modelled ground truth",,Other (open),,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://zenodo.org/records/7123934,yes,3,"DOI 10.5281/zenodo.7123934. CIG (Computational Interpretation Group, USTC / Xinming Wu). Enumerated via Zenodo API q=creators.name:""Wu, Xinming"" - a bare 'seismic' query misses this collection entirely. Byte-exact from hits.hits[].files[].size. Code only, not data. Zenodo licence id 'other-open' - inspect the repo LICENSE before commercial reuse. Published 2022-09-29."
cig-geoinformed-workflow-code,huigcig/The-Geologically-informed-AI-workflow source code (v1.0.0),SYNTHETIC,n/a (synthetic),report,synthetic,n/a,huigcig/The-Geologically-informed-AI-workflow-V1.0.0.zip,ZIP,69943561,69.94 MB,api,1,,,no,,,"Xinming Wu / CIG, USTC - forward-modelled ground truth",,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/14835207,yes,3,"DOI 10.5281/zenodo.14835207. CIG (Computational Interpretation Group, USTC / Xinming Wu). Enumerated via Zenodo API q=creators.name:""Wu, Xinming"" - a bare 'seismic' query misses this collection entirely. Byte-exact from hits.hits[].files[].size. Code only, not data. Pairs with the training sets at zenodo.org/records/14678398. Published 2025-02-08."
cig-cigfacies,cigFacies - knowledge-graph-guided seismic facies benchmark,SYNTHETIC,n/a (synthetic),facies labels,synthetic,n/a,The_benchmark_skeletonization_datasets.zip,ZIP,13350907,13.35 MB,api,1,,,yes,facies,skeletonization benchmark,"Xinming Wu / CIG, USTC - forward-modelled ground truth",,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/10777460,yes,3,"DOI 10.5281/zenodo.10777460. CIG (Computational Interpretation Group, USTC / Xinming Wu). Enumerated via Zenodo API q=creators.name:""Wu, Xinming"" - a bare 'seismic' query misses this collection entirely. Byte-exact from hits.hits[].files[].size. Only the skeletonization seed benchmark is shipped (13.4 MB); the headline massive-scale facies corpus is GENERATED from it locally, not downloaded. Network weights at zenodo.org/records/13150879. Published 2024-03-04."
cig-crossdomain-fm-code,CIG Cross-Domain Foundation Model Adaptation - code,SYNTHETIC,n/a (synthetic),report,synthetic,n/a,Cross-Domain-Foundation-Model-Adaptation-main.zip,ZIP,67297,67.30 kB,api,1,,,no,,,"Xinming Wu / CIG, USTC - forward-modelled ground truth",,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/14927852,yes,3,"DOI 10.5281/zenodo.14927852. CIG (Computational Interpretation Group, USTC / Xinming Wu). Enumerated via Zenodo API q=creators.name:""Wu, Xinming"" - a bare 'seismic' query misses this collection entirely. Byte-exact from hits.hits[].files[].size. Code only, not data. Pairs with the data record at zenodo.org/records/12798750. Published 2025-02-26."
bp-2004-velocity,BP 2004 Velocity Estimation Benchmark,SYNTHETIC,"n/a (synthetic, GOM/W-Africa-like)",velocity model,synthetic,depth,vel_z6.25m_x12.5m_exact.segy.gz,SEG-Y (gzip),19533256,19.53 MB,HEAD,1,"dz 6.25 m, dx 12.5 m",,yes,velocity model,SEG-Y (the model IS the label),BP Exploration Operating Company Ltd,paired shot gathers and density model are separate rows,Open for research use (BP release),,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/bpvelanal2004/vel_z6.25m_x12.5m_exact.segy.gz,yes,4,"The exact (true) velocity model - the FWI/RTM ground truth. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
bp-2004-velocity,BP 2004 Velocity Estimation Benchmark,SYNTHETIC,n/a (synthetic),attribute volume,synthetic,depth,density_z6.25m_x12.5m.segy.gz,SEG-Y (gzip),24811979,24.81 MB,HEAD,1,"dz 6.25 m, dx 12.5 m",,yes,density model,SEG-Y,BP Exploration Operating Company Ltd,,Open for research use (BP release),,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/bpvelanal2004/density_z6.25m_x12.5m.segy.gz,yes,4,"Companion density model, NOT listed in most write-ups of this benchmark - found by direct HEAD. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
bp-2004-velocity,BP 2004 Velocity Estimation Benchmark,SYNTHETIC,n/a (synthetic),pre-stack gather (shot),synthetic,unmigrated,shots0001_0200.segy.gz; shots0201_0400.segy.gz; shots0401_0600.segy.gz; shots0601_0800.segy.gz; shots0801_1000.segy.gz; shots1001_1200.segy.gz; shots1201_1348.segy.gz,SEG-Y (gzip),8056414413,8.06 GB,HEAD,7,"1,348 shots total",,yes,velocity model,paired SEG-Y velocity model (separate row),BP Exploration Operating Company Ltd,exact velocity + density models,Open for research use (BP release),,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/bpvelanal2004/shots0001_0200.segy.gz,yes,4,"All 7 parts HEAD-verified 200: 1,204,545,864 + 1,196,959,723 + 1,154,050,800 + 1,142,096,485 + 1,207,214,978 + 1,209,230,861 + 942,315,702 B. Prepend the base URL + bpvelanal2004/ to each name. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
bp-2007-tti,BP 2007 TTI Anisotropic Benchmark,SYNTHETIC,n/a (synthetic),pre-stack gather (shot),synthetic,unmigrated,Anisotropic_FD_Model_Shots_part1.sgy.gz .. part4.sgy.gz,SEG-Y (gzip),3539370268,3.54 GB,HEAD,4,,,yes,"velocity model; anisotropy (delta, epsilon, tilt)",SEG-Y in ModelParams.tar.gz (separate row),BP Exploration Operating Company Ltd,,Open for research use (courtesy BP Exploration Operating Company Ltd),,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/bptti2007/Anisotropic_FD_Model_Shots_part1.sgy.gz,yes,4,"Parts HEAD-verified: 1,036,037,910 + 1,070,019,484 + 1,110,088,697 + 323,224,177 B. The reference TTI anisotropic imaging benchmark. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
bp-2007-tti,BP 2007 TTI Anisotropic Benchmark,SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,ModelParams.tar.gz,SEG-Y (tar.gz),230291943,230.29 MB,HEAD,1,,,yes,"velocity model; anisotropy (delta, epsilon, tilt)",SEG-Y,BP Exploration Operating Company Ltd,"Vp, delta, epsilon and tilt volumes",Open for research use (courtesy BP Exploration Operating Company Ltd),,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/bptti2007/ModelParams.tar.gz,yes,5,"The four TTI model parameter volumes - ground truth for anisotropic velocity ML. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
seg-eage-models,SEG/EAGE 3D Salt and Overthrust Models (combined CD),SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,salt_and_overthrust_models.tar.gz,tar.gz (binary grids),1222196638,1.22 GB,HEAD,1,Salt 676 x 676 x 210; Overthrust 801 x 801 x 187,,yes,salt; velocity model,gridded velocity volumes,SEG/EAGE 3D Modeling Committee (Copyright 1997 SEG),both models plus the CD documentation,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_eage_models_cd/salt_and_overthrust_models.tar.gz,yes,5,"The full original CD image. Unambiguously CC-BY-4.0 - among the safest classic synthetics for commercial work. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
seg-eage-models,SEG/EAGE 3D Salt Model (standalone),SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,Salt_Model_3D.tar.gz,tar.gz (binary grids),513098004,513.10 MB,HEAD,1,676 x 676 x 210,,yes,salt; velocity model,gridded velocity volume,SEG/EAGE 3D Modeling Committee (Copyright 1997 SEG),,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_eage_models_cd/Salt_Model_3D.tar.gz,yes,5,"Salt body is directly derivable from the velocity field -> free salt segmentation masks. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
seg-eage-models,SEG/EAGE 3D Overthrust Model (Zenodo HDF5 copy),SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,overthrust_3D_true_model.h5; overthrust_3D_initial_model.h5,HDF5,1062506184,1.06 GB,api,2,801 x 801 x 187,,yes,velocity model,HDF5 velocity volume,SEG/EAGE 3D Modeling Committee,smoothed initial model for FWI starts,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/4252588,yes,5,"DOI 10.5281/zenodo.4252588. 531,253,092 B each. Ships BOTH true and smoothed-initial models - the ready-made FWI train/start pair. Easier than the S3 tar.gz."
seg-eage-models,SEG/EAGE Salt Model C3 narrow-azimuth shots,SYNTHETIC,n/a (synthetic),pre-stack gather (shot),synthetic,unmigrated,SEG_C3NA_ffid_2-1200.sgy; SEG_C3NA_ffid_1201-2400.sgy; SEG_C3NA_ffid_2401-3600.sgy,SEG-Y Rev1,4746501840,4.75 GB,HEAD,3,,,yes,salt; velocity model,the SEG/EAGE C3 salt velocity model (separate row),SEG/EAGE 3D Modeling Committee,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_eage_salt/SEG_C3NA_ffid_2-1200.sgy,yes,4,"3 parts HEAD-verified 200: 1,575,306,320 + 1,579,602,640 + 1,591,592,880 B. A 4th part is implied by the ffid numbering but SEG_C3NA_ffid_3601-4800.sgy and _3601-4801.sgy both return 403 - the exact key is unknown. Wide-azimuth (SEG_C3WA_*) keys likewise unresolved. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
marmousi2,AGL Elastic Marmousi (Marmousi2),SYNTHETIC,"n/a (synthetic, Cuanza-Basin-inspired)",velocity model,synthetic,depth,elastic-marmousi-model.tar.gz,SEG-Y (tar.gz),153722387,153.72 MB,HEAD,1,17 km lateral x 3.5 km depth; 199 geological layers; 450 m water layer,,yes,"velocity model (Vp, Vs); density",SEG-Y model volumes,Univ. of Houston Allied Geophysical Laboratories (2019 release),"Vp, Vs and density models; NMO stacks; pre/post-stack time and depth migrations",Open (AGL / University of Houston release),,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/elastic-marmousi/elastic-marmousi-model.tar.gz,yes,5,"THE canonical elastic FWI/AVO benchmark and the only Marmousi with a confirmed live authoritative host. Layers derive from the original IFP horizon picks supplied by Aline Bourgeois (IFP). The original 1988 acoustic Marmousi has NO single live canonical URL - take it from a package fixture (Devito, PySIT, Madagascar) instead. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
chevron-fwi-2014,Chevron 2014 FWI Blind Test (SEG 2014 workshop),SYNTHETIC,n/a (synthetic marine),pre-stack gather (shot),synthetic,unmigrated,seg_workshop_fwi_2014.tar.gz.partaa; seg_workshop_fwi_2014.tar.gz.partab,SEG-Y (split tar.gz),3775959920,3.78 GB,HEAD,2,"1,600 shots; 321 hydrophones/shot; dS = dR = 25 m; max offset 8,000 m; 8.0 s record",4,partial,velocity model (smoothed starting only),SEG14.Vpsmoothstarting.segy,Chevron,"1 Vp well log; farfield no-ghost wavelet (Wavelet.txt, 0.666666 ms); WellWavePic.JPG; legal disclaimer",Chevron Data License Agreement,,no,unclear,yes,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_workshop_fwi_2014/seg_workshop_fwi_2014.tar.gz.partaa,yes,2,"Chevron Data License Agreement: REVOCABLE and NON-TRANSFERABLE. Grants a royalty-free right to USE, requires acknowledging Chevron in publications, requires documenting modifications, and requires redistributing the licence with the data. It grants NO commercial exploitation right - get legal review before shipping anything derived from it. Parts HEAD-verified: 2,097,152,000 + 1,678,807,920 B. Uncompressed SEG14.Pisoelastic.segy is 4,234,122,000 B. Isotropic elastic, Vp(water) = 1510 m/s constant, free-surface multiples PRESENT. It is a BLIND test - the true model is not shipped. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
chevron-gom-2012,Chevron GOM 2012 FWI Benchmark - no free-surface multiples,SYNTHETIC,n/a (synthetic subsalt GOM),pre-stack gather (shot),synthetic,unmigrated,ChevronGOM_2012_Benchmark_no_FSM.gzip.part0; .part1; .part2,SEG-Y (split gzip),26905391110,26.91 GB,HEAD,3,,,partial,velocity model (starting model only),ChevronFWI-StartingModel.segy (separate row),Chevron,,Chevron Data License Agreement,,no,unclear,yes,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_workshop_fwi/ChevronGOM_2012_Benchmark_no_FSM.gzip.part0,yes,2,"Chevron Data License Agreement: REVOCABLE and NON-TRANSFERABLE. Grants a royalty-free right to USE, requires acknowledging Chevron in publications, requires documenting modifications, and requires redistributing the licence with the data. It grants NO commercial exploitation right - get legal review before shipping anything derived from it. All 3 parts HEAD-verified: 9,663,676,416 + 9,663,676,416 + 7,578,038,278 B (the widely-quoted '~25 GB' is low; the true total is 26.91 GB). 2D elastic subsalt. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
chevron-gom-2012,Chevron GOM 2012 FWI Benchmark - with free-surface multiples,SYNTHETIC,n/a (synthetic subsalt GOM),pre-stack gather (shot),synthetic,unmigrated,ChevronGOM_2012_Benchmark_w_FSM.gzip.part0; .part1; .part2,SEG-Y (split gzip),26931561851,26.93 GB,HEAD,3,,,partial,velocity model (starting model only),ChevronFWI-StartingModel.segy (separate row),Chevron,,Chevron Data License Agreement,,no,unclear,yes,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_workshop_fwi/ChevronGOM_2012_Benchmark_w_FSM.gzip.part0,yes,2,"Chevron Data License Agreement: REVOCABLE and NON-TRANSFERABLE. Grants a royalty-free right to USE, requires acknowledging Chevron in publications, requires documenting modifications, and requires redistributing the licence with the data. It grants NO commercial exploitation right - get legal review before shipping anything derived from it. All 3 parts HEAD-verified: 9,663,676,416 + 9,663,676,416 + 7,604,209,019 B. Same earth model as the no-FSM row - the pair is a controlled experiment for multiple-attenuation and FWI-with-multiples research. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
chevron-gom-2013-lo,Chevron GOM 2013 long-offset FWI synthetic,SYNTHETIC,n/a (synthetic GOM),pre-stack gather (shot),synthetic,unmigrated,ChevGOMLO.tar.gzip.partaa .. partah,SEG-Y (split tar.gzip),79998657422,80.00 GB,HEAD,8,30 km maximum offset; 23 s record length,,partial,velocity model (starting model only),SEG-Y,Chevron,,Chevron Data License Agreement,,no,unclear,yes,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_workshop_fwi_long_offset2013/ChevGOMLO.tar.gzip.partaa,yes,2,"Chevron Data License Agreement: REVOCABLE and NON-TRANSFERABLE. Grants a royalty-free right to USE, requires acknowledging Chevron in publications, requires documenting modifications, and requires redistributing the licence with the data. It grants NO commercial exploitation right - get legal review before shipping anything derived from it. All 8 parts HEAD-verified: partaa-partag are 10,485,760,000 B each, partah is 6,598,337,422 B => 79,998,657,422 B exactly. The largest Chevron artefact; the ultra-long offset and 23 s record make it the reference test for low-frequency FWI. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
chevron-gom-2013-tti,Chevron GOM 2013 TTI anisotropic FWI synthetic,SYNTHETIC,n/a (synthetic GOM),pre-stack gather (shot),synthetic,unmigrated,ChevronGOM2013_tti.tar.partaa .. partaf,SEG-Y (split tar),28640141824,28.64 GB,HEAD,6,,,partial,velocity model; anisotropy (TTI),SEG-Y,Chevron,,Chevron Data License Agreement,,no,unclear,yes,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_workshop_fwi_tti/ChevronGOM2013_tti.tar.partaa,yes,2,"Chevron Data License Agreement: REVOCABLE and NON-TRANSFERABLE. Grants a royalty-free right to USE, requires acknowledging Chevron in publications, requires documenting modifications, and requires redistributing the licence with the data. It grants NO commercial exploitation right - get legal review before shipping anything derived from it. All 6 parts HEAD-verified: partaa-partae are 5,242,880,000 B each, partaf is 2,425,741,824 B => 28,640,141,824 B exactly (the commonly quoted '~31.5 GB' is high). Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
chevron-gom-2012,Chevron FWI starting velocity model,SYNTHETIC,n/a (synthetic GOM),velocity model,synthetic,depth,ChevronFWI-StartingModel.segy,SEG-Y,204768644,204.77 MB,HEAD,1,,,yes,velocity model,SEG-Y,Chevron,a .bin variant of the same model exists at the same prefix,Chevron Data License Agreement,,no,unclear,yes,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_workshop_fwi/ChevronFWI-StartingModel.segy,yes,2,"Chevron Data License Agreement: REVOCABLE and NON-TRANSFERABLE. Grants a royalty-free right to USE, requires acknowledging Chevron in publications, requires documenting modifications, and requires redistributing the licence with the data. It grants NO commercial exploitation right - get legal review before shipping anything derived from it. The FWI initialisation model shared by the Chevron GOM benchmarks. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
chevron-gom-2012,Chevron GOM CSEM + MT data (same earth model),SYNTHETIC,n/a (synthetic GOM),attribute volume,non-seismic,n/a,ChevGOM_CSEMMT.tar,tar,5918720,5.92 MB,HEAD,1,,,partial,resistivity model,,Chevron,,Chevron Data License Agreement,,no,unclear,yes,unclear,unclear,unstated,open-download,https://s3.amazonaws.com/open.source.geoscience/open_data/seg_workshop_fwi/ChevGOM_CSEMMT.tar,yes,2,"Chevron Data License Agreement: REVOCABLE and NON-TRANSFERABLE. Grants a royalty-free right to USE, requires acknowledging Chevron in publications, requires documenting modifications, and requires redistributing the licence with the data. It grants NO commercial exploitation right - get legal review before shipping anything derived from it. HEAD-verified 200, 5,918,720 B - far smaller than the seismic volumes. Built on the SAME earth model as the Chevron GOM seismic, so it is the rare ready-made joint EM + seismic inversion pair. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
rcp-smodels,"SModels v01 - RCP 3D 9-C shear models (Postle Field, OK)",US,"Anadarko (Postle Field, Oklahoma)",velocity model,synthetic,depth,SModels.v01.tgz,tar.gz,218402950,218.40 MB,HEAD,1,,,yes,velocity model (elastic / HTI anisotropy),gridded model volumes,Reservoir Characterization Project (Colorado School of Mines),"36 separate 9-C VSP SEG-Ys ({iso,hti,isons,htins}_vsp01_{xx..zz}.sgy.gz); VSP02 as 4 .tgz; all_md5sums.txt (4,104 B, HEAD-verified)",Requires accepting README_agreement,,unclear,unclear,unclear,unclear,unclear,unstated,open-registration,https://s3.amazonaws.com/open.source.geoscience/open_data/SModels/SModels.v01.tgz,yes,3,"Multicomponent (9-C) elastic/HTI models for S-wave statics and shear-wave birefringence. Index page at https://s3.amazonaws.com/open.source.geoscience/open_data/SModels/SModels.html. You must accept README_agreement before use. Bucket listing is DENIED (?list-type=2 -> AccessDenied; bare dir paths -> 403), so the exact case-sensitive object key IS the deliverable. A 403 is returned for both a wrong key and a missing permission, so probing for other keys is useless."
f3-facies-benchmark,F3 Facies Classification Benchmark (Alaudah et al. 2019),NL,Dutch North Sea (F3 block),facies labels,post-stack,time,data.zip,npy (in ZIP),1051449986,1.05 GB,api,1,train 401 x 701 x 255,4,yes,facies (6 classes),npy (train_labels.npy + two test-split label arrays),"Alaudah / Georgia Tech OLIVES, expert-interpreted from F3",train_seismic.npy plus two test splits,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/3755060,yes,5,"DOI 10.5281/zenodo.3755060. MD5 bc5932279831a95c0b244fd765376d85. THE canonical facies benchmark: MIT-licensed, ~1 GB, ready-made train/test splits. Best starting point for supervised facies work. Code: github.com/olivesgatech/facies_classification_benchmark."
f3-facies-benchmark,F3 Facies Classification Benchmark - raw interpretation,NL,Dutch North Sea (F3 block),horizon set,post-stack,time,raw.zip,ZIP,1084578002,1.08 GB,api,1,,4,yes,horizon; fault; facies,raw horizons and fault planes,Alaudah / Georgia Tech OLIVES,"logs.zip (112,229 B) carries the well logs",MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/3755060,yes,4,"The un-rasterised source interpretation behind data.zip: horizons, fault planes and well logs. Useful if you want a different label rasterisation than the published one."
f3-facies-benchmark,F3 Facies Classification Benchmark - well logs,NL,Dutch North Sea (F3 block),well logs,non-seismic,n/a,logs.zip,ZIP,112229,112.23 kB,api,1,,,no,,,,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/3755060,yes,4,Tiny well-log bundle shipped with the F3 benchmark - the tie between the seismic and the facies definitions.
landmass,LANDMASS-1 and LANDMASS-2 (Georgia Tech CeGP / OLIVES),NL,Dutch North Sea (derived from F3),facies labels,post-stack,time,LANDMASS.zip,image patches (in ZIP),2325243284,2.33 GB,api,1,"LANDMASS-1: 17,667 patches of 99x99; LANDMASS-2: 4,000 images of 150x300",,yes,"structure class (Horizon, Chaotic, Fault, Salt Dome)",class-per-patch directory labels,Georgia Tech ECE / CeGP - curvelet-based extraction from F3,,CC BY-SA 3.0,CC-BY-SA-3.0,yes,yes,yes,yes,yes,spdx,open-download,https://zenodo.org/records/3901644,yes,5,"DOI 10.5281/zenodo.3901644 - the live, NO-FORM route. The CeGP page cegp.ece.gatech.edu/codedata/landmass/ demands a request form; skip it. LANDMASS-1 class counts: 9,385 Horizon / 5,140 Chaotic / 1,251 Fault / 1,891 Salt Dome (imbalanced). LANDMASS-2: 1,000 per class, normalised to [0,1]. ShareAlike is copyleft - derivative datasets must be released under CC-BY-SA too."
penobscot,Penobscot Interpretation Dataset (Baroni et al.),CA,"Scotian Shelf (Penobscot 3D, offshore Nova Scotia)",facies labels,post-stack,time,dataset.h5,HDF5,2268562702,2.27 GB,api,1,,,yes,facies; horizon,"1,083 label PNG masks paired with 1,083 seismic TIFFs; >100,000 labeled inline/crossline tiles","IBM Research Brazil (Baroni, Silva, Ferreira, Chevitarese, Szwarcman)",7 interpreted horizons (separate row),CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/3924682,yes,5,"DOI 10.5281/zenodo.3924682, v3.0.0. arXiv:1903.12060. Ships how-to-read.ipynb (633,270 B) and penobscot-examples.png (10,649,865 B). CC-BY-4.0 - commercially usable with attribution."
penobscot,Penobscot Interpretation Dataset - horizons,CA,Scotian Shelf (Penobscot 3D),horizon set,post-stack,time,horizons.zip,XYZ ASCII (in ZIP),36213721,36.21 MB,api,1,,,yes,horizon,7 interpreted horizons in XYZ,IBM Research Brazil,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/3924682,yes,5,The 7 expert horizons as plain XYZ - directly usable for horizon-tracking supervision without unpacking the 2.3 GB HDF5.
netherlands-f3-interp,Netherlands F3 Interpretation Dataset (IBM/Baroni),NL,Dutch North Sea (F3 block),facies labels,post-stack,time,inlines.zip; crosslines.zip; tiles_inlines.tar.gz; tiles_crosslines.tar.gz; horizons.tar.gz; masks.tar.gz,ZIP; tar.gz,1657611714,1.66 GB,api,8,,4,yes,facies; horizon,"masks.tar.gz (4,800,574 B) + horizons.tar.gz (95,320,034 B)",IBM Research Brazil,pre-cut inline and crossline tile sets,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/1471548,yes,5,"DOI 10.5281/zenodo.1471548. Per-file bytes: inlines.zip 637,187,326; crosslines.zip 639,101,595; tiles_inlines 139,644,717; tiles_crosslines 140,979,246; horizons 95,320,034; masks 4,800,574; 2 example PNGs. A DIFFERENT F3 labelling from the Alaudah benchmark - do not mix the two label conventions."
parihaka-facies,Parihaka facies labels (via AdaSemSeg republication),NZ,Taranaki (Parihaka 3D),facies labels,post-stack,PSTM,Parihaka_data.zip,ZIP,449881742,449.88 MB,api,1,1006 x 782 x 590,,yes,facies (6 classes),label arrays in ZIP,SEAM AI / AIcrowd 2020 Seismic Facies Identification Challenge,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/21764042,yes,5,"THE workaround for Parihaka labels: the original AIcrowd challenge page (aicrowd.com/challenges/seismic-facies-identification-challenge) requires a login and binds you to challenge rules, whereas this Zenodo republication is CC-BY-4.0 and needs no account. The underlying Parihaka survey is NZ public-domain government data."
adasemseg-facies,"AdaSemSeg - Processed Seismic Facies Datasets (F3, Parihaka, Penobscot)",MULTI,Dutch North Sea; Taranaki; Scotian Shelf,facies labels,post-stack,time,F3_data.zip; Penobscot_data.zip; Parihaka_data.zip,ZIP,2553842528,2.55 GB,api,3,,,yes,facies,preprocessed label arrays,"Saha & Whitaker (Univ. of Utah), rebuilt from the three source benchmarks",uses the original F3 benchmark train/val/test split,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/21764042,yes,5,"DOI 10.5281/zenodo.21764042 (2026-08-02). F3_data.zip 1,050,309,306 B; Penobscot_data.zip 1,053,651,480 B; Parihaka_data.zip 449,881,742 B. Three surveys in ONE consistent preprocessing - the fastest route to cross-survey / few-shot facies experiments. IEEE TGRS DOI 10.1109/TGRS.2025.3595010. HF mirror: huggingface.co/datasets/Surojit-Utah/adasemseg-seismic-facies-datasets."
